player,angle,length,angle_degrees
Eriksen,2.7588966,25.440323,158.07313129299249
Eriksen,-0.020267494,14.8030405,358.8387581324933
Eriksen,-2.7644496,16.564117,201.6087052433714
Eriksen,1.6790669,4.6270943,96.20344689011465
Eriksen,2.436237,13.265368,139.58609799361315
Eriksen,2.7326849,9.80867,156.57131150912943
Eriksen,2.835567,34.18845,162.4660216265723
Eriksen,1.1814796,4.215448,67.6937946608047
Eriksen,2.1486983,5.491812,123.11134403693481
Eriksen,1.6642731,3.2140317,95.355824587154
Eriksen,0.58590174,26.403788,33.56969691137128
Eriksen,-0.35985526,10.7912,339.3818123664171
Eriksen,0.96380866,26.29753,55.222168476159325
Eriksen,-2.8454776,6.168468,196.96614282098534
Eriksen,1.0162101,29.054775,58.22454982856733
Eriksen,-0.7714456,15.204276,315.7994229960625
Eriksen,-1.0586107,26.730133,299.34607474261026
Eriksen,1.0342852,61.431263,59.260176772844254
Eriksen,-1.7839273,54.840862,257.78849475183176
Eriksen,0.467986,20.616741,26.813622671209345
Eriksen,1.1128521,23.523817,63.76172855227064
Eriksen,1.3559809,11.258775,77.69198267035094
Eriksen,-0.7150917,5.0328918,319.0282636251648
Eriksen,0.9638905,27.878666,55.226857562754674
Eriksen,1.5405025,13.206059,88.2642915793521
Eriksen,3.078848,19.13766,176.40499616229448
Eriksen,-1.7835916,36.93305,257.8077289450143
Eriksen,1.6661996,20.995476,95.46620490638595
Eriksen,-0.6356117,50.701576,323.58213218086456
Eriksen,1.7365221,28.490349,99.49538736119469
Eriksen,-0.8778491,21.44621,309.7029515206423
Eriksen,-3.002879,31.098713,187.94770691153485
Eriksen,0.072599456,11.029053,4.159642423745722
Eriksen,1.2149383,24.110579,69.61083695879907
Eriksen,1.6044915,8.905055,91.93059121461472
Eriksen,1.5619988,34.10132,89.49593884449918
Eriksen,-2.2888806,12.61507,228.8568018106284
Eriksen,0.83437854,43.326897,47.80636885828754
Eriksen,-2.4980915,10.5,216.8699002124949
Eriksen,-2.2518134,7.465253,230.98059592899574
Eriksen,1.4390341,16.745148,82.45058050540686
Eriksen,0.6940199,17.822739,39.76441116809144
Eriksen,2.4082801,14.940214,137.98428561534385
Eriksen,-1.1341692,18.20824,295.016891586271
Eriksen,1.7080494,18.271835,97.86402181985255
Eriksen,1.4578044,14.19049,83.52603947560127
Modrić,-2.2693057,20.370813,229.97836096501908
Modrić,0.4335149,25.234303,24.83857412603593
Modrić,2.1453993,16.559288,122.92232526032114
Modrić,-0.4480239,28.625164,334.33012140900877
Modrić,-1.653028,18.26171,265.28847218304855
Modrić,-0.094951704,12.657014,354.55966810322457
Modrić,-1.6828787,23.24586,263.5781530575374
Modrić,-0.09337317,30.030817,354.65011143924244
Modrić,-3.053697,26.201145,185.03604998823906
Modrić,0.45479828,25.268557,26.058021973809076
Modrić,-0.43900472,12.704723,334.84688235767754
Modrić,-1.5328399,15.811388,272.17474306074485
Modrić,-1.5830656,16.301228,269.2970224276546
Modrić,1.738892,16.73589,99.63117262906275
Modrić,1.2649175,9.962429,72.4744341822393
Modrić,-1.5076934,36.47259,273.61553138027057
Modrić,0.40710416,11.870131,23.325350190218586
Modrić,-1.1881891,17.678236,291.92177930655225
Modrić,1.5849596,35.30354,90.81149577874315
Modrić,-1.3876855,16.475437,280.4914775584986
Modrić,1.851096,13.736084,106.05998827354864
Modrić,-2.7559755,10.900458,202.0942354085432
Modrić,-0.8678938,45.480217,310.2733481944288
Modrić,1.903416,17.456804,109.0577034576731
Modrić,-2.221873,23.760681,232.69605448592924
Modrić,-1.7693295,17.238619,258.62488708200783
Modrić,-1.0137483,54.664158,301.91650092143794
Modrić,-1.1071488,10.062305,296.5650464670263
Modrić,-1.1624283,11.331814,293.3977644234329
Modrić,-2.3847582,7.427651,223.36341998078493
Modrić,-1.3932002,15.84929,280.1755085232178
Modrić,-1.9076116,33.5872,250.7019063698018
Modrić,-2.5247915,6.742403,215.3401028994956
Modrić,-2.2427595,16.86683,231.49934618712925
Modrić,-1.0871371,62.577713,297.7116324179083
Modrić,-2.7403638,10.754069,202.9887199295676
Modrić,-0.22370528,19.382982,347.1826316012077
Modrić,2.684987,12.701181,153.83842314749236
Modrić,-1.0789269,52.300095,298.1820422268666
Modrić,0.41741723,25.160286,23.91624557504157
Modrić,0.15387595,24.792942,8.81644250356608
Modrić,1.167298,28.270302,66.88124883406196
Modrić,0.42066336,8.325863,24.102235123792372
Modrić,-1.5024099,14.634207,273.91825363132796
Modrić,-1.4832464,32.022648,275.01624130202686
Modrić,2.2455373,7.0434365,128.6598100292022
Modrić,-0.1746722,10.357606,349.992020141735
Modrić,-0.5224034,7.615773,330.06848997671545
Modrić,1.3439975,16.009996,77.00538442613386
Modrić,-0.22317004,14.458562,347.21329859423423
Modrić,0.2522154,36.86638,14.450877948203862
Modrić,0.19580574,12.33572,11.218842506435925
Modrić,-3.0080636,13.520355,187.65065121307134
Modrić,1.5400368,13.006152,88.23760893483286
Modrić,0.75092906,12.31097,43.02506585172617
Modrić,-1.2103198,34.30481,290.6537835988821
Modrić,-3.1105947,12.9062,181.77605191423754
Modrić,0.3296244,8.032434,18.886086944532053
Modrić,-1.2220253,15.21611,289.9831078517917
Modrić,0.0,16.2,0.0
